7.1848 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
349.8469 	EXP 	New trial (rep=13, index=3): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
349.8556 	DATA 	Keypress: t
349.8610 	EXP 	fixation: autoDraw = False
349.8610 	EXP 	text: autoDraw = False
349.8610 	EXP 	text: height = 0.05
349.8610 	EXP 	text: height = 0.05
349.8610 	EXP 	text: height = 0.05
349.8610 	EXP 	text: text = 'GBP 27 today or  GBP50 after 21 days'
349.8610 	EXP 	fixation: autoDraw = True
350.8608 	EXP 	fixation: autoDraw = False
350.8608 	EXP 	text: autoDraw = True
354.0292 	EXP 	New trial (rep=13, index=4): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
354.0385 	DATA 	Keypress: t
354.0431 	EXP 	fixation: autoDraw = False
354.0431 	EXP 	text: autoDraw = False
354.0431 	EXP 	text: height = 0.05
354.0431 	EXP 	text: height = 0.05
354.0431 	EXP 	text: height = 0.05
354.0431 	EXP 	text: text = 'GBP 49 today or  GBP60 after 89 days'
354.0431 	EXP 	fixation: autoDraw = True
355.0427 	EXP 	fixation: autoDraw = False
355.0427 	EXP 	text: autoDraw = True
359.9279 	DATA 	Keypress: l
359.9433 	EXP 	New trial (rep=13, index=5): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
359.9577 	EXP 	fixation: autoDraw = False
359.9577 	EXP 	text: autoDraw = False
359.9577 	EXP 	text: height = 0.05
359.9577 	EXP 	text: height = 0.05
359.9577 	EXP 	text: height = 0.05
359.9577 	EXP 	text: text = 'GBP 67 today or  GBP75 after 119 days'
359.9577 	EXP 	fixation: autoDraw = True
360.9574 	EXP 	fixation: autoDraw = False
360.9574 	EXP 	text: autoDraw = True
362.7435 	EXP 	New trial (rep=13, index=6): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
362.7517 	DATA 	Keypress: l
362.7568 	EXP 	fixation: autoDraw = False
362.7568 	EXP 	text: autoDraw = False
362.7568 	EXP 	text: height = 0.05
362.7568 	EXP 	text: height = 0.05
362.7568 	EXP 	text: height = 0.05
362.7568 	EXP 	text: text = 'GBP 78 today or  GBP80 after 162 days'
362.7568 	EXP 	fixation: autoDraw = True
363.7564 	EXP 	fixation: autoDraw = False
363.7564 	EXP 	text: autoDraw = True
375.2213 	EXP 	New trial (rep=14, index=0): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
375.2303 	DATA 	Keypress: l
375.2359 	EXP 	fixation: autoDraw = False
375.2359 	EXP 	text: autoDraw = False
375.2359 	EXP 	text: height = 0.05
375.2359 	EXP 	text: height = 0.05
375.2359 	EXP 	text: height = 0.05
375.2359 	EXP 	text: text = 'GBP 40 today or  GBP55 after 62 days'
375.2359 	EXP 	fixation: autoDraw = True
376.2355 	EXP 	fixation: autoDraw = False
376.2355 	EXP 	text: autoDraw = True
378.2039 	EXP 	New trial (rep=14, index=1): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
378.2122 	DATA 	Keypress: l
378.2180 	EXP 	fixation: autoDraw = False
378.2180 	EXP 	text: autoDraw = False
378.2180 	EXP 	text: height = 0.05
378.2180 	EXP 	text: height = 0.05
378.2180 	EXP 	text: height = 0.05
378.2180 	EXP 	text: text = 'GBP 67 today or  GBP75 after 119 days'
378.2180 	EXP 	fixation: autoDraw = True
379.2179 	EXP 	fixation: autoDraw = False
379.2179 	EXP 	text: autoDraw = True
380.0532 	EXP 	New trial (rep=14, index=2): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
380.0620 	DATA 	Keypress: l
380.0675 	EXP 	fixation: autoDraw = False
380.0675 	EXP 	text: autoDraw = False
380.0675 	EXP 	text: height = 0.05
380.0675 	EXP 	text: height = 0.05
380.0675 	EXP 	text: height = 0.05
380.0675 	EXP 	text: text = 'GBP 15 today or  GBP35 after 13 days'
380.0675 	EXP 	fixation: autoDraw = True
381.0672 	EXP 	fixation: autoDraw = False
381.0672 	EXP 	text: autoDraw = True
382.0359 	EXP 	New trial (rep=14, index=3): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
382.0436 	DATA 	Keypress: t
382.0501 	EXP 	fixation: autoDraw = False
382.0501 	EXP 	text: autoDraw = False
382.0501 	EXP 	text: height = 0.05
382.0501 	EXP 	text: height = 0.05
382.0501 	EXP 	text: height = 0.05
382.0501 	EXP 	text: text = 'GBP 49 today or  GBP60 after 89 days'
382.0501 	EXP 	fixation: autoDraw = True
383.0498 	EXP 	fixation: autoDraw = False
383.0498 	EXP 	text: autoDraw = True
384.1689 	EXP 	New trial (rep=14, index=4): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
384.1781 	DATA 	Keypress: l
384.1827 	EXP 	fixation: autoDraw = False
384.1827 	EXP 	text: autoDraw = False
384.1827 	EXP 	text: height = 0.05
384.1827 	EXP 	text: height = 0.05
384.1827 	EXP 	text: height = 0.05
384.1827 	EXP 	text: text = 'GBP 11 today or  GBP30 after 7 days'
384.1827 	EXP 	fixation: autoDraw = True
385.1824 	EXP 	fixation: autoDraw = False
385.1824 	EXP 	text: autoDraw = True
386.7510 	EXP 	New trial (rep=14, index=5): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
386.7598 	DATA 	Keypress: t
386.7651 	EXP 	fixation: autoDraw = False
386.7651 	EXP 	text: autoDraw = False
386.7651 	EXP 	text: height = 0.05
386.7651 	EXP 	text: height = 0.05
386.7651 	EXP 	text: height = 0.05
386.7651 	EXP 	text: text = 'GBP 78 today or  GBP80 after 162 days'
386.7651 	EXP 	fixation: autoDraw = True
387.7648 	EXP 	fixation: autoDraw = False
387.7648 	EXP 	text: autoDraw = True
390.0177 	DATA 	Keypress: l
390.0332 	EXP 	New trial (rep=14, index=6): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
390.0474 	EXP 	fixation: autoDraw = False
390.0474 	EXP 	text: autoDraw = False
390.0474 	EXP 	text: height = 0.05
390.0474 	EXP 	text: height = 0.05
390.0474 	EXP 	text: height = 0.05
390.0474 	EXP 	text: text = 'GBP 27 today or  GBP50 after 21 days'
390.0474 	EXP 	fixation: autoDraw = True
391.0471 	EXP 	fixation: autoDraw = False
391.0471 	EXP 	text: autoDraw = True
394.5486 	DATA 	Keypress: l
394.5624 	EXP 	fixation: autoDraw = False
394.5624 	EXP 	text: autoDraw = False
394.7165 	EXP 	window1: mouseVisible = True
